dataset,layer_id,num_tokens,min_entropy,mean_entropy,diversity_ratio,fragmentation_ratio,min_entropy_l2,mean_l2
number_string,2,100224,0.0000,5.6875,0.6797,0.8383,18.1250,10.1875
number_string,3,100224,0.0002,3.7031,0.6975,0.8736,8.7500,9.0625
number_string,4,100224,0.0000,1.3828,0.5670,0.6939,17.7500,21.3750
number_string,5,100224,0.0000,1.6953,0.6334,0.7819,19.8750,19.2500
number_string,6,100224,0.0029,1.7344,0.6205,0.7621,23.3750,19.3750
number_string,7,100224,0.0030,2.7188,0.6147,0.8407,17.6250,15.6250
number_string,8,100224,0.0000,2.2969,0.6091,0.8461,21.7500,20.8750
number_string,9,100224,0.0073,2.5312,0.7140,0.8304,14.5625,14.5625
number_string,10,100224,0.0005,1.1953,0.6239,0.8506,27.0000,21.6250
number_string,11,100224,0.0000,1.4922,0.6002,0.8838,28.6250,22.6250
number_string,12,100224,0.0000,1.1016,0.6342,0.7959,26.1250,18.7500
number_string,13,100224,0.0115,1.3047,0.6618,0.8508,14.0000,16.0000
number_string,14,100224,0.0000,0.5898,0.7249,0.9003,22.2500,18.5000
number_string,15,100224,0.0000,0.9062,0.7040,0.9330,28.7500,19.3750
number_string,16,100224,0.0060,0.9453,0.5940,0.8370,14.6250,15.5000
number_string,17,100224,0.0000,0.9102,0.6250,0.9000,16.8750,16.8750
number_string,18,100224,0.0001,1.5547,0.6844,0.9079,14.0625,19.6250
number_string,19,100224,0.0000,1.2812,0.6691,0.9195,113.5000,19.5000
number_string,20,100224,0.0014,1.0938,0.5544,0.9134,16.6250,17.6250
number_string,21,100224,0.0003,1.0078,0.6660,0.7968,16.1250,17.1250
number_string,22,100224,0.0000,1.0391,0.7316,0.8345,18.3750,15.9375
number_string,23,100224,0.0001,1.5156,0.7017,0.9046,17.5000,16.3750
number_string,24,100224,0.0003,2.3125,0.6646,0.8741,21.0000,17.2500
number_string,25,100224,0.0013,2.2031,0.7009,0.8686,15.0000,17.1250
number_string,26,100224,0.0000,1.5547,0.8055,0.8497,23.5000,17.5000
number_string,27,100224,0.0000,2.0312,0.7790,0.9011,156.0000,26.6250
number_string,0,8576,5.8438,6.6875,0.4107,0.5367,7.7188,18.0000
number_string,1,8576,2.4688,6.6875,0.7015,0.7582,9.8125,8.2500
number_string,2,8576,0.6914,4.8438,0.5859,0.6933,17.7500,10.2500
number_string,3,8576,1.2422,5.4688,0.6482,0.7094,10.6875,9.0625
number_string,4,8576,0.1162,3.2188,0.6041,0.6411,29.3750,21.3750
number_string,5,8576,0.3105,4.4375,0.6847,0.6328,14.8750,19.2500
number_string,6,8576,0.4414,3.3906,0.6183,0.6268,13.0000,19.3750
number_string,7,8576,0.1118,3.4688,0.6150,0.6302,15.8750,15.3750
number_string,8,8576,0.0420,3.2656,0.5081,0.6683,22.0000,20.2500
number_string,9,8576,0.0466,2.9531,0.6035,0.8132,14.2500,14.3125
number_string,10,8576,0.0001,2.3594,0.4936,0.8542,26.6250,21.0000
number_string,11,8576,0.0002,1.7578,0.4275,0.8603,22.5000,21.6250
number_string,12,8576,0.0195,2.3281,0.5223,0.7890,22.7500,17.5000
number_string,13,8576,0.0046,1.5625,0.4453,0.8346,12.3750,15.1250
number_string,14,8576,0.0000,0.8711,0.4902,0.6841,19.8750,17.6250
number_string,15,8576,0.1211,2.1250,0.5633,0.8222,13.1875,18.5000
number_string,16,8576,0.0068,0.8203,0.4704,0.6892,15.5625,14.8125
number_string,17,8576,0.0398,1.0938,0.5073,0.8047,15.1875,16.1250
number_string,18,8576,0.0010,1.9609,0.5611,0.7817,15.5625,18.2500
number_string,19,8576,0.0000,1.3203,0.5095,0.7295,112.0000,18.3750
number_string,20,8576,0.0032,1.7969,0.4149,0.7868,14.6250,15.6250
number_string,21,8576,0.0001,1.8906,0.5873,0.6309,18.1250,15.5000
number_string,22,8576,0.0002,1.6719,0.5918,0.6719,16.7500,14.8125
number_string,23,8576,0.0182,1.8594,0.6454,0.6576,17.3750,15.2500
number_string,24,8576,0.0039,2.3125,0.5268,0.6954,17.0000,16.5000
number_string,25,8576,0.0786,2.3281,0.6130,0.6632,15.8750,16.0000
number_string,26,8576,0.0034,2.0000,0.6071,0.5928,19.1250,16.6250
number_string,27,8576,0.0107,2.5469,0.7199,0.6364,14.4375,25.3750
number_string,0,50048,7.6250,8.4375,0.4107,0.5367,7.7188,18.0000
number_string,1,50048,2.6406,7.7500,0.7508,0.8551,9.8125,8.2500
number_string,2,50048,0.8398,6.2500,0.6719,0.8663,9.5625,10.1875
number_string,3,50048,1.3125,6.6562,0.7520,0.8835,10.6875,9.0625
number_string,4,50048,0.0000,1.8438,0.6099,0.7251,16.3750,21.2500
number_string,5,50048,0.0035,2.7812,0.5296,0.7945,28.2500,19.0000
number_string,6,50048,0.0603,2.4375,0.5801,0.7311,29.7500,19.2500
number_string,7,50048,0.0366,3.9844,0.6253,0.8010,16.5000,15.4375
number_string,8,50048,0.0101,2.5625,0.6027,0.8759,19.7500,20.5000
number_string,9,50048,0.0021,2.3750,0.6666,0.8204,16.0000,14.4375
number_string,10,50048,0.0001,1.7031,0.6085,0.8524,22.6250,21.5000
number_string,11,50048,0.0047,1.6016,0.5273,0.8963,28.1250,22.5000
number_string,12,50048,0.0214,1.3828,0.5977,0.7638,17.7500,18.3750
number_string,13,50048,0.0417,1.6094,0.6362,0.8009,14.2500,15.6250
number_string,14,50048,0.0000,0.6875,0.6669,0.8331,21.8750,18.1250
number_string,15,50048,0.0008,1.3750,0.6861,0.9085,21.5000,19.2500
number_string,16,50048,0.0011,0.6797,0.5675,0.8058,14.9375,15.2500
number_string,17,50048,0.0000,0.6875,0.6041,0.8323,15.5000,16.8750
number_string,18,50048,0.0000,1.2344,0.6473,0.8647,69.0000,19.2500
number_string,19,50048,0.0096,1.2656,0.6253,0.9009,12.5625,19.2500
number_string,20,50048,0.0011,0.8984,0.5039,0.8959,15.7500,17.1250
number_string,21,50048,0.0000,1.3828,0.6470,0.8064,17.8750,16.7500
number_string,22,50048,0.0215,1.2891,0.6945,0.8100,14.4375,15.7500
number_string,23,50048,0.0004,1.4609,0.7193,0.8503,19.1250,16.1250
number_string,24,50048,0.0001,1.8672,0.6504,0.7653,17.5000,17.1250
number_string,25,50048,0.0266,2.0000,0.6551,0.8705,18.6250,17.0000
number_string,26,50048,0.0000,1.6094,0.7963,0.8280,19.2500,17.1250
number_string,27,50048,-0.0000,1.2656,0.7344,0.8180,149.0000,26.1250
number_string,0,100224,0.6914,8.0625,0.4026,0.5191,151.0000,17.8750
number_string,1,100224,1.3828,7.6562,0.7372,0.8414,11.6875,8.2500
number_string,2,100224,0.0002,5.4375,0.6655,0.8667,18.1250,10.1875
number_string,3,100224,0.0000,3.9375,0.7062,0.8803,9.0000,9.0625
number_string,4,100224,0.0000,1.1562,0.5700,0.6970,17.6250,21.2500
number_string,5,100224,0.0000,1.7031,0.5790,0.8096,19.8750,19.2500
number_string,6,100224,0.0039,1.4141,0.5985,0.7795,26.0000,19.2500
number_string,7,100224,0.0004,2.5781,0.6256,0.8283,20.1250,15.6250
number_string,8,100224,0.0136,2.4375,0.5999,0.8581,14.9375,20.7500
number_string,9,100224,0.0001,1.5781,0.7321,0.8579,14.5625,14.5000
number_string,10,100224,0.0002,1.1016,0.5776,0.8768,17.6250,21.5000
number_string,11,100224,0.0002,1.7344,0.5346,0.9024,18.5000,22.5000
number_string,12,100224,0.0001,0.9453,0.6244,0.8159,25.7500,18.5000
number_string,13,100224,0.0349,1.5312,0.6719,0.8576,14.1250,15.6250
number_string,14,100224,0.0000,0.6016,0.6755,0.8753,15.6250,18.2500
number_string,15,100224,0.0000,1.1484,0.6953,0.9362,28.6250,19.2500
number_string,16,100224,0.0000,0.6211,0.5996,0.8520,21.1250,15.2500
number_string,17,100224,0.0000,0.6719,0.6225,0.9036,20.0000,16.8750
number_string,18,100224,0.0000,1.2344,0.6961,0.8966,15.0625,19.5000
number_string,19,100224,0.0000,1.5078,0.6336,0.9344,16.3750,19.6250
number_string,20,100224,0.0006,0.8203,0.5226,0.9285,17.8750,17.5000
number_string,21,100224,0.0005,1.0469,0.6864,0.8159,18.3750,16.8750
number_string,22,100224,0.0000,1.0391,0.7235,0.8361,14.0000,15.8125
number_string,23,100224,0.0001,1.5391,0.7121,0.8707,13.3125,16.1250
number_string,24,100224,0.0077,1.3047,0.6479,0.8639,17.6250,17.2500
number_string,25,100224,0.0000,1.7500,0.7001,0.8900,18.1250,17.0000
number_string,26,100224,0.0000,1.1953,0.7969,0.8606,16.2500,17.2500
number_string,27,100224,0.0000,1.4609,0.7352,0.8869,155.0000,26.3750
number_string,0,8576,5.8438,6.6875,0.4107,0.5367,7.7188,18.0000
number_string,1,8576,2.4688,6.6875,0.7015,0.7582,9.8125,8.2500
number_string,2,8576,0.6914,4.8438,0.5859,0.6933,17.7500,10.2500
number_string,3,8576,1.2422,5.4688,0.6482,0.7094,10.6875,9.0625
number_string,4,8576,0.1162,3.2188,0.6041,0.6411,29.3750,21.3750
number_string,5,8576,0.3105,4.4375,0.6847,0.6328,14.8750,19.2500
number_string,6,8576,0.4414,3.3906,0.6183,0.6268,13.0000,19.3750
number_string,7,8576,0.1118,3.4688,0.6150,0.6302,15.8750,15.3750
number_string,8,8576,0.0420,3.2656,0.5081,0.6683,22.0000,20.2500
number_string,9,8576,0.0466,2.9531,0.6035,0.8132,14.2500,14.3125
number_string,10,8576,0.0001,2.3594,0.4936,0.8542,26.6250,21.0000
number_string,11,8576,0.0002,1.7578,0.4275,0.8603,22.5000,21.6250
number_string,12,8576,0.0195,2.3281,0.5223,0.7890,22.7500,17.5000
number_string,13,8576,0.0046,1.5625,0.4453,0.8346,12.3750,15.1250
number_string,14,8576,0.0000,0.8711,0.4902,0.6841,19.8750,17.6250
number_string,15,8576,0.1211,2.1250,0.5633,0.8222,13.1875,18.5000
number_string,16,8576,0.0068,0.8203,0.4704,0.6892,15.5625,14.8125
number_string,17,8576,0.0398,1.0938,0.5073,0.8047,15.1875,16.1250
number_string,18,8576,0.0010,1.9609,0.5611,0.7817,15.5625,18.2500
number_string,19,8576,0.0000,1.3203,0.5095,0.7295,112.0000,18.3750
number_string,20,8576,0.0032,1.7969,0.4149,0.7868,14.6250,15.6250
number_string,21,8576,0.0001,1.8906,0.5873,0.6309,18.1250,15.5000
number_string,22,8576,0.0002,1.6719,0.5918,0.6719,16.7500,14.8125
number_string,23,8576,0.0182,1.8594,0.6454,0.6576,17.3750,15.2500
number_string,24,8576,0.0039,2.3125,0.5268,0.6954,17.0000,16.5000
number_string,25,8576,0.0786,2.3281,0.6130,0.6632,15.8750,16.0000
number_string,26,8576,0.0034,2.0000,0.6071,0.5928,19.1250,16.6250
number_string,27,8576,0.0107,2.5469,0.7199,0.6364,14.4375,25.3750
number_string,0,50048,7.6250,8.4375,0.4107,0.5367,7.7188,18.0000
number_string,1,50048,2.6406,7.7500,0.7508,0.8551,9.8125,8.2500
number_string,2,50048,0.8398,6.2500,0.6719,0.8663,9.5625,10.1875
number_string,3,50048,1.3125,6.6562,0.7520,0.8835,10.6875,9.0625
number_string,4,50048,0.0000,1.8438,0.6099,0.7251,16.3750,21.2500
number_string,5,50048,0.0035,2.7812,0.5296,0.7945,28.2500,19.0000
number_string,6,50048,0.0603,2.4375,0.5801,0.7311,29.7500,19.2500
number_string,7,50048,0.0366,3.9844,0.6253,0.8010,16.5000,15.4375
number_string,8,50048,0.0101,2.5625,0.6027,0.8759,19.7500,20.5000
number_string,9,50048,0.0021,2.3750,0.6666,0.8204,16.0000,14.4375
number_string,10,50048,0.0001,1.7031,0.6085,0.8524,22.6250,21.5000
number_string,11,50048,0.0047,1.6016,0.5273,0.8963,28.1250,22.5000
number_string,12,50048,0.0214,1.3828,0.5977,0.7638,17.7500,18.3750
number_string,13,50048,0.0417,1.6094,0.6362,0.8009,14.2500,15.6250
number_string,14,50048,0.0000,0.6875,0.6669,0.8331,21.8750,18.1250
number_string,15,50048,0.0008,1.3750,0.6861,0.9085,21.5000,19.2500
number_string,16,50048,0.0011,0.6797,0.5675,0.8058,14.9375,15.2500
number_string,17,50048,0.0000,0.6875,0.6041,0.8323,15.5000,16.8750
number_string,18,50048,0.0000,1.2344,0.6473,0.8647,69.0000,19.2500
number_string,19,50048,0.0096,1.2656,0.6253,0.9009,12.5625,19.2500
number_string,20,50048,0.0011,0.8984,0.5039,0.8959,15.7500,17.1250
number_string,21,50048,0.0000,1.3828,0.6470,0.8064,17.8750,16.7500
number_string,22,50048,0.0215,1.2891,0.6945,0.8100,14.4375,15.7500
number_string,23,50048,0.0004,1.4609,0.7193,0.8503,19.1250,16.1250
number_string,24,50048,0.0001,1.8672,0.6504,0.7653,17.5000,17.1250
number_string,25,50048,0.0266,2.0000,0.6551,0.8705,18.6250,17.0000
number_string,26,50048,0.0000,1.6094,0.7963,0.8280,19.2500,17.1250
number_string,27,50048,-0.0000,1.2656,0.7344,0.8180,149.0000,26.1250
number_string,0,100224,0.6914,8.1250,0.4026,0.5191,151.0000,17.8750
number_string,1,100224,1.5156,7.6562,0.7215,0.8314,9.8125,8.2500
number_string,2,100224,0.0000,5.2812,0.6560,0.8592,18.1250,10.2500
number_string,3,100224,0.0001,3.8594,0.6959,0.8929,8.7500,9.0625
number_string,4,100224,0.0000,1.3359,0.5751,0.6880,17.6250,21.3750
number_string,5,100224,0.0000,1.3281,0.5940,0.7980,29.7500,19.2500
number_string,6,100224,0.0014,1.4062,0.5979,0.7592,26.0000,19.3750
number_string,7,100224,0.0000,2.5938,0.6275,0.8413,17.1250,15.6250
number_string,8,100224,0.0000,2.3125,0.5951,0.8612,23.0000,20.7500
number_string,9,100224,0.0003,1.6719,0.7232,0.8576,14.4375,14.4375
number_string,10,100224,0.0006,0.9453,0.5951,0.8809,20.8750,21.6250
number_string,11,100224,0.0000,1.4531,0.5449,0.9053,28.5000,22.5000
number_string,12,100224,0.0000,1.0391,0.6158,0.8029,24.6250,18.5000
number_string,13,100224,0.0093,1.3906,0.6554,0.8723,14.2500,15.6250
number_string,14,100224,0.0070,0.7539,0.6660,0.8726,21.2500,18.2500
number_string,15,100224,0.0000,1.2031,0.6878,0.9371,28.6250,19.2500
number_string,16,100224,0.0000,0.6055,0.5826,0.8467,14.6875,15.1250
number_string,17,100224,0.0003,0.5820,0.6328,0.8911,16.5000,16.6250
number_string,18,100224,0.0000,1.2891,0.6975,0.9064,69.0000,19.3750
number_string,19,100224,0.0006,1.4219,0.6320,0.9236,19.5000,19.3750
number_string,20,100224,0.0000,1.0000,0.5193,0.9285,17.8750,17.2500
number_string,21,100224,0.0005,1.0078,0.6839,0.8009,20.0000,16.8750
number_string,22,100224,0.0001,1.0312,0.7260,0.8474,11.8125,15.6250
number_string,23,100224,0.0000,1.5312,0.7171,0.8599,15.1250,16.1250
number_string,24,100224,0.0017,1.1797,0.6523,0.8811,23.7500,17.2500
number_string,25,100224,0.0049,1.8672,0.6975,0.8884,18.0000,17.0000
number_string,26,100224,0.0000,1.1797,0.7944,0.8634,16.2500,17.2500
number_string,27,100224,-0.0000,1.6016,0.7640,0.8663,146.0000,26.2500
number_string,0,8576,5.8438,6.6875,0.4107,0.5367,7.7188,18.0000
number_string,1,8576,2.4688,6.6875,0.7015,0.7582,9.8125,8.2500
number_string,2,8576,0.6914,4.8438,0.5859,0.6933,17.7500,10.2500
number_string,3,8576,1.2422,5.4688,0.6482,0.7094,10.6875,9.0625
number_string,4,8576,0.1162,3.2188,0.6041,0.6411,29.3750,21.3750
number_string,5,8576,0.3105,4.4375,0.6847,0.6328,14.8750,19.2500
number_string,6,8576,0.4414,3.3906,0.6183,0.6268,13.0000,19.3750
number_string,7,8576,0.1118,3.4688,0.6150,0.6302,15.8750,15.3750
number_string,8,8576,0.0420,3.2656,0.5081,0.6683,22.0000,20.2500
number_string,9,8576,0.0466,2.9531,0.6035,0.8132,14.2500,14.3125
number_string,10,8576,0.0001,2.3594,0.4936,0.8542,26.6250,21.0000
number_string,11,8576,0.0002,1.7578,0.4275,0.8603,22.5000,21.6250
number_string,12,8576,0.0195,2.3281,0.5223,0.7890,22.7500,17.5000
number_string,13,8576,0.0046,1.5625,0.4453,0.8346,12.3750,15.1250
number_string,14,8576,0.0000,0.8711,0.4902,0.6841,19.8750,17.6250
number_string,15,8576,0.1211,2.1250,0.5633,0.8222,13.1875,18.5000
number_string,16,8576,0.0068,0.8203,0.4704,0.6892,15.5625,14.8125
number_string,17,8576,0.0398,1.0938,0.5073,0.8047,15.1875,16.1250
number_string,18,8576,0.0010,1.9609,0.5611,0.7817,15.5625,18.2500
number_string,19,8576,0.0000,1.3203,0.5095,0.7295,112.0000,18.3750
number_string,20,8576,0.0032,1.7969,0.4149,0.7868,14.6250,15.6250
number_string,21,8576,0.0001,1.8906,0.5873,0.6309,18.1250,15.5000
number_string,22,8576,0.0002,1.6719,0.5918,0.6719,16.7500,14.8125
number_string,23,8576,0.0182,1.8594,0.6454,0.6576,17.3750,15.2500
number_string,24,8576,0.0039,2.3125,0.5268,0.6954,17.0000,16.5000
number_string,25,8576,0.0786,2.3281,0.6130,0.6632,15.8750,16.0000
number_string,26,8576,0.0034,2.0000,0.6071,0.5928,19.1250,16.6250
number_string,27,8576,0.0107,2.5469,0.7199,0.6364,14.4375,25.3750
number_string,0,50048,0.6914,7.5000,0.3979,0.4986,151.0000,18.0000
number_string,1,50048,0.8984,6.9062,0.7246,0.8152,9.8125,8.2500
number_string,2,50048,0.0000,4.9688,0.6822,0.8544,18.2500,10.1875
number_string,3,50048,0.0002,3.1875,0.7179,0.8745,8.6875,9.0000
number_string,4,50048,0.0000,1.0000,0.5806,0.7102,20.5000,21.2500
number_string,5,50048,0.0000,1.2344,0.5167,0.7889,19.8750,19.2500
number_string,6,50048,0.0000,1.2266,0.5605,0.7442,23.3750,19.3750
number_string,7,50048,0.0000,2.6406,0.6133,0.7980,17.5000,15.5625
number_string,8,50048,0.0000,2.4844,0.5968,0.8597,21.1250,20.7500
number_string,9,50048,0.0001,1.6641,0.6660,0.8111,14.6250,14.5000
number_string,10,50048,0.0007,0.9336,0.5854,0.8384,20.7500,21.5000
number_string,11,50048,0.0000,1.2969,0.5187,0.8806,28.3750,22.5000
number_string,12,50048,0.0000,0.8672,0.5845,0.7470,21.1250,18.5000
number_string,13,50048,0.0013,1.5781,0.6348,0.8158,14.1875,15.7500
number_string,14,50048,0.0000,0.5039,0.6554,0.8306,24.0000,18.6250
number_string,15,50048,0.0000,1.1484,0.6805,0.9127,28.5000,19.3750
number_string,16,50048,0.0001,0.6172,0.5614,0.7893,13.7500,15.5625
number_string,17,50048,0.0000,0.6016,0.6030,0.8195,20.1250,17.1250
number_string,18,50048,0.0000,1.1406,0.6342,0.8566,69.5000,19.5000
number_string,19,50048,0.0015,1.3047,0.6116,0.8750,19.5000,19.5000
number_string,20,50048,0.0000,1.0469,0.5028,0.8868,17.7500,17.5000
number_string,21,50048,0.0000,1.2109,0.6546,0.8005,20.1250,17.2500
number_string,22,50048,0.0000,1.0234,0.6755,0.7997,14.5000,15.8750
number_string,23,50048,0.0014,1.3828,0.7051,0.8322,14.5625,16.3750
number_string,24,50048,0.0000,0.9375,0.6150,0.7831,23.8750,17.3750
number_string,25,50048,0.0006,1.6250,0.6596,0.8426,16.0000,17.0000
number_string,26,50048,0.0000,1.0938,0.7843,0.8193,23.3750,17.2500
number_string,27,50048,0.0000,1.2500,0.7207,0.8115,151.0000,25.8750
number_string,0,100224,0.6914,8.0625,0.4037,0.5204,151.0000,17.8750
number_string,1,100224,0.9844,7.7188,0.7508,0.8443,9.8750,8.2500
number_string,2,100224,0.0000,5.6250,0.6532,0.8526,18.2500,10.2500
number_string,3,100224,0.0002,3.5938,0.6895,0.8992,8.7500,9.0625
number_string,4,100224,0.0000,1.3125,0.5695,0.6732,17.6250,21.3750
number_string,5,100224,0.0000,1.4531,0.5938,0.8050,19.8750,19.2500
number_string,6,100224,0.0000,1.5156,0.6030,0.7691,23.3750,19.3750
number_string,7,100224,0.0000,2.8125,0.6203,0.8304,17.6250,15.5625
number_string,8,100224,0.0000,2.4062,0.6007,0.8695,21.1250,20.7500
number_string,9,100224,0.0001,2.1094,0.7224,0.8470,14.5625,14.5000
number_string,10,100224,0.0008,0.9531,0.6166,0.8778,20.8750,21.6250
number_string,11,100224,0.0000,1.5547,0.5259,0.9114,28.5000,22.6250
number_string,12,100224,0.0002,1.0234,0.6158,0.7966,21.1250,18.5000
number_string,13,100224,0.0449,1.3438,0.6596,0.8706,15.1250,15.7500
number_string,14,100224,0.0000,0.6641,0.6744,0.8850,24.2500,18.3750
number_string,15,100224,0.0000,1.1562,0.6892,0.9397,28.7500,19.3750
number_string,16,100224,0.0001,0.6914,0.5603,0.8531,14.9375,15.2500
number_string,17,100224,0.0000,0.6562,0.6236,0.8980,17.2500,16.7500
number_string,18,100224,0.0000,1.1953,0.6981,0.9065,69.5000,19.5000
number_string,19,100224,0.0002,1.4766,0.6406,0.9194,16.2500,19.6250
number_string,20,100224,0.0001,0.9844,0.5089,0.9238,17.8750,17.5000
number_string,21,100224,0.0000,1.0156,0.6722,0.8319,20.1250,16.8750
number_string,22,100224,0.0000,1.1094,0.7372,0.8600,14.0000,15.6250
number_string,23,100224,0.0005,1.5312,0.7098,0.8640,17.0000,16.1250
number_string,24,100224,0.0000,1.0391,0.6618,0.8487,23.7500,17.2500
number_string,25,100224,0.0010,1.7812,0.6836,0.8800,15.0000,17.0000
number_string,26,100224,0.0000,1.2188,0.8033,0.8642,16.2500,17.2500
number_string,27,100224,0.0000,1.6719,0.7319,0.8742,152.0000,26.1250
number_string,0,8576,5.8438,6.6875,0.4107,0.5367,7.7188,18.0000
number_string,1,8576,2.4688,6.6875,0.7015,0.7582,9.8125,8.2500
number_string,2,8576,0.6914,4.8438,0.5859,0.6933,17.7500,10.2500
number_string,3,8576,1.2422,5.4688,0.6482,0.7094,10.6875,9.0625
number_string,4,8576,0.1162,3.2188,0.6041,0.6411,29.3750,21.3750
number_string,5,8576,0.3105,4.4375,0.6847,0.6328,14.8750,19.2500
number_string,6,8576,0.4414,3.3906,0.6183,0.6268,13.0000,19.3750
number_string,7,8576,0.1118,3.4688,0.6150,0.6302,15.8750,15.3750
number_string,8,8576,0.0420,3.2656,0.5081,0.6683,22.0000,20.2500
number_string,9,8576,0.0466,2.9531,0.6035,0.8132,14.2500,14.3125
number_string,10,8576,0.0001,2.3594,0.4936,0.8542,26.6250,21.0000
number_string,11,8576,0.0002,1.7578,0.4275,0.8603,22.5000,21.6250
number_string,12,8576,0.0195,2.3281,0.5223,0.7890,22.7500,17.5000
number_string,13,8576,0.0046,1.5625,0.4453,0.8346,12.3750,15.1250
number_string,14,8576,0.0000,0.8711,0.4902,0.6841,19.8750,17.6250
number_string,15,8576,0.1211,2.1250,0.5633,0.8222,13.1875,18.5000
number_string,16,8576,0.0068,0.8203,0.4704,0.6892,15.5625,14.8125
number_string,17,8576,0.0398,1.0938,0.5073,0.8047,15.1875,16.1250
number_string,18,8576,0.0010,1.9609,0.5611,0.7817,15.5625,18.2500
number_string,19,8576,0.0000,1.3203,0.5095,0.7295,112.0000,18.3750
number_string,20,8576,0.0032,1.7969,0.4149,0.7868,14.6250,15.6250
number_string,21,8576,0.0001,1.8906,0.5873,0.6309,18.1250,15.5000
number_string,22,8576,0.0002,1.6719,0.5918,0.6719,16.7500,14.8125
number_string,23,8576,0.0182,1.8594,0.6454,0.6576,17.3750,15.2500
number_string,24,8576,0.0039,2.3125,0.5268,0.6954,17.0000,16.5000
number_string,25,8576,0.0786,2.3281,0.6130,0.6632,15.8750,16.0000
number_string,26,8576,0.0034,2.0000,0.6071,0.5928,19.1250,16.6250
number_string,27,8576,0.0107,2.5469,0.7199,0.6364,14.4375,25.3750
number_string,0,50048,0.6914,7.4688,0.3990,0.5000,151.0000,18.0000
number_string,1,50048,1.4688,7.0000,0.7405,0.8218,11.7500,8.2500
number_string,2,50048,0.0000,4.7812,0.6733,0.8259,18.1250,10.1875
number_string,3,50048,0.0000,3.6719,0.7031,0.8893,8.9375,9.0000
number_string,4,50048,0.0000,1.1875,0.5767,0.6967,20.5000,21.2500
number_string,5,50048,0.0000,1.4844,0.5446,0.7746,19.7500,19.1250
number_string,6,50048,0.0080,1.4922,0.5823,0.7240,26.0000,19.2500
number_string,7,50048,0.0034,2.7344,0.5893,0.7997,17.5000,15.5625
number_string,8,50048,0.0001,2.0781,0.5946,0.8578,20.5000,20.6250
number_string,9,50048,0.0000,1.7500,0.6434,0.8031,16.0000,14.4375
number_string,10,50048,0.0000,0.8125,0.5806,0.8448,17.7500,21.5000
number_string,11,50048,0.0002,1.6172,0.5385,0.8839,28.3750,22.3750
number_string,12,50048,0.0000,1.1406,0.5790,0.7566,24.5000,18.2500
number_string,13,50048,0.0006,1.4062,0.6381,0.8212,21.1250,15.5000
number_string,14,50048,0.0002,0.5781,0.6443,0.8255,21.7500,18.2500
number_string,15,50048,0.0038,0.9531,0.6694,0.9116,15.3125,19.2500
number_string,16,50048,0.0006,0.8125,0.5896,0.8145,13.5000,15.5000
number_string,17,50048,0.0007,0.4668,0.5879,0.8282,16.5000,17.0000
number_string,18,50048,0.0000,1.2109,0.6576,0.8668,69.5000,19.2500
number_string,19,50048,0.0000,1.3281,0.6099,0.8893,113.5000,19.2500
number_string,20,50048,0.0002,1.1484,0.5103,0.8852,15.8125,17.1250
number_string,21,50048,0.0000,1.0391,0.6468,0.8059,17.8750,16.7500
number_string,22,50048,0.0123,1.0078,0.6925,0.7994,11.3750,15.5000
number_string,23,50048,0.0000,1.6172,0.7059,0.8478,17.2500,16.0000
number_string,24,50048,0.0000,0.9688,0.6328,0.8166,23.7500,17.1250
number_string,25,50048,0.0006,1.5938,0.6814,0.8358,15.8750,16.8750
number_string,26,50048,0.0000,1.1406,0.7916,0.8192,16.2500,17.1250
number_string,27,50048,0.0000,1.5469,0.7419,0.8263,151.0000,25.7500
number_string,0,100224,0.6914,8.0625,0.4049,0.5217,151.0000,17.8750
number_string,1,100224,2.5469,7.7812,0.7464,0.8191,11.6875,8.2500
number_string,2,100224,0.0001,5.2812,0.6468,0.8598,18.2500,10.2500
number_string,3,100224,0.0000,4.1562,0.6961,0.8870,9.0625,9.0625
number_string,4,100224,0.0000,1.3906,0.5695,0.6943,20.6250,21.2500
number_string,5,100224,0.0000,1.5625,0.6021,0.7998,19.8750,19.1250
number_string,6,100224,0.0051,1.7109,0.6119,0.7565,26.0000,19.3750
number_string,7,100224,0.0022,2.9688,0.6066,0.8376,17.6250,15.6250
number_string,8,100224,0.0015,1.9844,0.5896,0.8713,20.5000,20.7500
number_string,9,100224,0.0000,1.9062,0.6875,0.8490,15.9375,14.4375
number_string,10,100224,0.0000,1.0156,0.6057,0.8743,17.6250,21.5000
number_string,11,100224,0.0002,1.8516,0.5887,0.9076,28.6250,22.5000
number_string,12,100224,0.0000,1.1797,0.6180,0.7837,24.6250,18.5000
number_string,13,100224,0.0029,1.5625,0.6643,0.8702,21.1250,15.8125
number_string,14,100224,0.0009,0.5703,0.6716,0.8803,20.8750,18.1250
number_string,15,100224,0.0084,1.1172,0.6967,0.9439,18.1250,19.3750
number_string,16,100224,0.0003,0.8203,0.5714,0.8594,14.8750,15.3125
number_string,17,100224,0.0001,0.5938,0.6122,0.9011,17.3750,16.7500
number_string,18,100224,0.0000,1.1875,0.6925,0.9005,14.6250,19.2500
number_string,19,100224,0.0000,1.2969,0.6652,0.9266,15.8750,19.3750
number_string,20,100224,0.0001,1.0703,0.5396,0.9168,21.1250,17.3750
number_string,21,100224,0.0001,1.1172,0.6666,0.8141,18.5000,17.0000
number_string,22,100224,0.0002,1.2109,0.7486,0.8628,13.8750,15.6250
